Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Control_1 Spectral Count	Control_2 Spectral Count	Control_3 Spectral Count	Control_4 Spectral Count	Control_5 Spectral Count	Tratamiento_1 Spectral Count	Tratamiento_2 Spectral Count	Tratamiento_3 Spectral Count	Tratamiento_4 Spectral Count	Tratamiento_5 Spectral Count	Control_1 Unique Spectral Count	Control_2 Unique Spectral Count	Control_3 Unique Spectral Count	Control_4 Unique Spectral Count	Control_5 Unique Spectral Count	Tratamiento_1 Unique Spectral Count	Tratamiento_2 Unique Spectral Count	Tratamiento_3 Unique Spectral Count	Tratamiento_4 Unique Spectral Count	Tratamiento_5 Unique Spectral Count	Control_1 Total Spectral Count	Control_2 Total Spectral Count	Control_3 Total Spectral Count	Control_4 Total Spectral Count	Control_5 Total Spectral Count	Tratamiento_1 Total Spectral Count	Tratamiento_2 Total Spectral Count	Tratamiento_3 Total Spectral Count	Tratamiento_4 Total Spectral Count	Tratamiento_5 Total Spectral Count	Control_1 Intensity	Control_2 Intensity	Control_3 Intensity	Control_4 Intensity	Control_5 Intensity	Tratamiento_1 Intensity	Tratamiento_2 Intensity	Tratamiento_3 Intensity	Tratamiento_4 Intensity	Tratamiento_5 Intensity	Control_1 MaxLFQ Intensity	Control_2 MaxLFQ Intensity	Control_3 MaxLFQ Intensity	Control_4 MaxLFQ Intensity	Control_5 MaxLFQ Intensity	Tratamiento_1 MaxLFQ Intensity	Tratamiento_2 MaxLFQ Intensity	Tratamiento_3 MaxLFQ Intensity	Tratamiento_4 MaxLFQ Intensity	Tratamiento_5 MaxLFQ Intensity	Indistinguishable Proteins
sp|E9PRG8|RSMC_HUMAN	E9PRG8	RSMC_HUMAN	RSMC	123	Homo sapiens	1:Experimental evidence at protein level	28S rRNA/ribosome and sororin micro-cofactor	0.9716	0.999	1	9	9	9	2	1	0	1	0	1	1	1	1	1	2	1	0	1	0	1	1	1	1	1	2	1	0	1	0	1	1	1	1	1	41670.562	51574.355	0.0	40181.707	60209.383	73460.484	60166.13	66498.1	62724.945	56421.613	41670.562	51574.355	0.0	40181.707	60209.383	73460.484	60166.13	66498.1	62724.945	56421.613	
sp|O00115|DNS2A_HUMAN	O00115	DNS2A_HUMAN	DNASE2	360	Homo sapiens	1:Experimental evidence at protein level	Deoxyribonuclease-2-alpha	1.0	0.999	2	21	21	21	1	2	4	2	2	2	2	2	2	2	1	2	4	2	2	2	2	2	2	2	1	2	4	2	2	2	2	2	2	2	96997.31	97497.75	112073.31	92439.92	86875.4	101618.22	105183.664	110920.29	99539.9	84724.17	73638.99	69018.516	78004.65	66473.51	58153.4	74973.305	80846.33	78607.195	70326.76	63008.34	
sp|O00116|ADAS_HUMAN	O00116	ADAS_HUMAN	AGPS	658	Homo sapiens	1:Experimental evidence at protein level	Alkyldihydroxyacetonephosphate synthase, peroxisomal	1.0	0.999	20	184	184	184	18	18	19	16	16	22	20	17	19	19	18	18	19	16	16	22	20	17	19	19	18	18	19	16	16	22	20	17	19	19	525822.06	547638.0	556452.56	545283.06	525362.75	598262.8	589468.75	564917.1	521476.28	536187.4	89288.914	84530.695	92391.73	86569.1	91956.766	95083.22	97175.95	92119.305	87009.77	82368.25	
sp|O00139|KIF2A_HUMAN	O00139	KIF2A_HUMAN	KIF2A	706	Homo sapiens	1:Experimental evidence at protein level	Kinesin-like protein KIF2A	1.0	0.999	7	52	52	52	6	5	4	4	4	7	6	6	5	5	6	5	4	4	4	7	6	6	5	5	6	5	4	4	4	7	6	6	5	5	165190.12	151466.61	167975.64	149594.36	152337.84	137072.92	168610.33	168812.61	167961.56	156798.53	58843.55	52041.715	61380.883	51622.133	58239.977	52727.8	49199.344	54771.73	61065.37	60602.88	
sp|O00148|DX39A_HUMAN	O00148	DX39A_HUMAN	DDX39A	427	Homo sapiens	1:Experimental evidence at protein level	ATP-dependent RNA helicase DDX39A	1.0	0.999	16	57	57	223	4	8	8	7	6	4	7	4	4	5	4	8	8	7	6	4	7	4	4	5	22	26	21	20	28	20	24	20	19	23	122827.61	170129.14	230504.31	191532.03	192268.58	147420.36	187831.64	168476.34	118218.7	181929.33	46155.258	50456.117	55796.29	51856.902	51914.99	48996.637	57889.133	52816.06	44486.953	46939.69	
sp|O00151|PDLI1_HUMAN	O00151	PDLI1_HUMAN	PDLIM1	329	Homo sapiens	1:Experimental evidence at protein level	PDZ and LIM domain protein 1	1.0	0.999	15	119	119	119	12	12	8	14	9	15	15	13	9	12	12	12	8	14	9	15	15	13	9	12	12	12	8	14	9	15	15	13	9	12	563465.94	437852.53	453713.84	619636.44	544403.7	637345.9	698817.25	628801.06	427944.72	403667.0	136710.06	103731.2	106963.59	113790.625	128340.25	144468.61	130037.99	111328.086	109214.2	98507.79	
sp|O00154|BACH_HUMAN	O00154	BACH_HUMAN	ACOT7	380	Homo sapiens	1:Experimental evidence at protein level	Cytosolic acyl coenzyme A thioester hydrolase	1.0	0.999	8	91	91	91	7	9	7	8	10	11	8	13	8	10	7	9	7	8	10	11	8	13	8	10	7	9	7	8	10	11	8	13	8	10	386594.6	429232.38	468587.72	438744.06	438809.62	417396.12	400613.2	495432.7	456801.8	439419.22	156185.02	168107.52	179622.9	176522.89	174109.89	174570.0	171669.81	196666.88	176369.45	170951.94	
sp|O00159|MYO1C_HUMAN	O00159	MYO1C_HUMAN	MYO1C	1063	Homo sapiens	1:Experimental evidence at protein level	Unconventional myosin-Ic	1.0	0.999	29	321	321	321	33	29	31	32	31	33	35	30	30	37	33	29	31	32	31	33	35	30	30	37	33	29	31	32	31	33	35	30	30	37	1704863.4	1482682.4	1383503.6	1391993.4	1476072.0	1453067.8	1518998.4	1535857.9	1460913.4	1594238.1	323501.47	285070.62	266150.2	268245.62	292661.3	275005.88	301053.22	305242.0	285799.34	301280.7	
sp|O00161|SNP23_HUMAN	O00161	SNP23_HUMAN	SNAP23	211	Homo sapiens	1:Experimental evidence at protein level	Synaptosomal-associated protein 23	1.0	0.999	7	69	69	69	6	6	8	7	7	10	7	7	6	5	6	6	8	7	7	10	7	7	6	5	6	6	8	7	7	10	7	7	6	5	274704.28	225523.3	256922.12	223027.31	217883.19	276943.78	215307.58	235146.89	225030.69	220621.27	105079.79	94244.586	103227.164	85401.73	93277.375	103605.84	97362.73	91869.91	95916.336	98603.54	
sp|O00170|AIP_HUMAN	O00170	AIP_HUMAN	AIP	330	Homo sapiens	1:Experimental evidence at protein level	AH receptor-interacting protein	1.0	0.999	10	83	83	83	7	7	8	7	11	9	10	7	9	8	7	7	8	7	11	9	10	7	9	8	7	7	8	7	11	9	10	7	9	8	188324.31	155194.22	238305.27	241453.05	267347.56	268165.62	237780.45	224046.5	159435.17	219503.97	73308.766	58357.977	69034.06	65066.137	70506.29	78735.34	69077.65	60546.773	59781.94	63489.8	
sp|O00178|GTPB1_HUMAN	O00178	GTPB1_HUMAN	GTPBP1	669	Homo sapiens	1:Experimental evidence at protein level	GTP-binding protein 1	1.0	0.999	12	85	85	85	8	9	9	10	7	8	7	10	9	8	8	9	9	10	7	8	7	10	9	8	8	9	9	10	7	8	7	10	9	8	255247.2	243487.34	276960.62	260046.11	262314.78	207136.25	228390.64	252243.11	243247.42	235602.8	41461.67	45032.22	45891.598	44545.95	46601.95	37284.523	39222.016	43957.516	43474.547	42929.67	
sp|O00186|STXB3_HUMAN	O00186	STXB3_HUMAN	STXBP3	592	Homo sapiens	1:Experimental evidence at protein level	Syntaxin-binding protein 3	1.0	0.999	8	66	66	66	5	6	6	6	6	6	6	7	8	10	5	6	6	6	6	6	6	7	8	10	5	6	6	6	6	6	6	7	8	10	163655.0	196541.9	184666.38	180970.05	202179.27	136812.72	172121.08	197216.7	198327.52	209254.66	48058.02	55620.227	48313.32	46531.434	52380.562	40945.617	47370.867	51942.867	57000.21	59019.676	
sp|O00193|SMAP_HUMAN	O00193	SMAP_HUMAN	SMAP	183	Homo sapiens	1:Experimental evidence at protein level	Small acidic protein	1.0	0.999	2	4	4	4	1	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	23350.336	9177.202	9302.799	13475.232	16082.013	23330.607	23247.75	15929.734	0.0	0.0	23350.336	9177.202	9302.799	13475.232	16082.013	23330.607	23247.75	15929.734	0.0	0.0	
sp|O00194|RB27B_HUMAN	O00194	RB27B_HUMAN	RAB27B	218	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rab-27B	1.0	0.999	6	106	106	106	11	10	8	12	9	12	16	10	8	10	11	10	8	12	9	12	16	10	8	10	11	10	8	12	9	12	16	10	8	10	435221.78	528314.75	413498.78	397058.22	466128.2	377080.34	399949.44	415820.6	456731.28	495381.12	258101.73	266818.72	218748.03	227756.03	238034.89	204821.7	229719.42	216113.31	233853.02	262073.05	
sp|O00203|AP3B1_HUMAN	O00203	AP3B1_HUMAN	AP3B1	1094	Homo sapiens	1:Experimental evidence at protein level	AP-3 complex subunit beta-1	1.0	0.999	24	223	190	223	23	22	21	20	23	21	19	25	24	25	19	19	18	17	19	17	16	22	21	22	23	22	21	20	23	21	19	25	24	25	697269.06	693183.56	648751.25	546858.56	612929.4	598363.75	609520.25	673922.8	647880.94	719103.5	80949.48	83805.41	81354.195	75365.984	78617.57	75506.28	78168.44	79765.9	79430.516	84142.37	
sp|O00204|ST2B1_HUMAN	O00204	ST2B1_HUMAN	SULT2B1	365	Homo sapiens	1:Experimental evidence at protein level	Sulfotransferase 2B1	0.9499	0.9982	1	3	3	3	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	2	0	0	0.0	0.0	0.0	0.0	2145.9656	0.0	0.0	14371.429	0.0	0.0	0.0	0.0	0.0	0.0	2145.9656	0.0	0.0	14371.429	0.0	0.0	
sp|O00214|LEG8_HUMAN	O00214	LEG8_HUMAN	LGALS8	317	Homo sapiens	1:Experimental evidence at protein level	Galectin-8	0.9697	0.9989	1	3	3	3	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	27780.5	31117.568	21644.014	0.0	30359.92	189055.28	68758.195	0.0	0.0	25623.617	27780.5	31117.568	21644.014	0.0	30359.92	189055.28	68758.195	0.0	0.0	25623.617	
sp|O00217|NDUS8_HUMAN	O00217	NDUS8_HUMAN	NDUFS8	210	Homo sapiens	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	1.0	0.999	5	42	42	42	7	6	5	5	6	3	4	2	2	2	7	6	5	5	6	3	4	2	2	2	7	6	5	5	6	3	4	2	2	2	237994.77	250047.72	199505.53	189309.05	282411.8	79135.5	89362.54	82454.12	67274.21	96500.21	155186.81	134772.6	122079.36	122408.336	133726.8	57016.562	63721.004	54846.16	67274.21	51794.473	
sp|O00221|IKBE_HUMAN	O00221	IKBE_HUMAN	NFKBIE	500	Homo sapiens	1:Experimental evidence at protein level	NF-kappa-B inhibitor epsilon	1.0	0.999	2	9	9	9	2	2	1	0	0	1	2	0	0	1	2	2	1	0	0	1	2	0	0	1	2	2	1	0	0	1	2	0	0	1	10968.275	14256.97	15370.534	0.0	0.0	12447.572	13987.004	6895.7026	0.0	7222.756	5820.938	7569.2104	8070.213	0.0	0.0	6577.124	7385.138	7888.5483	0.0	7119.9814	
sp|O00231|PSD11_HUMAN	O00231	PSD11_HUMAN	PSMD11	422	Homo sapiens	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 11	1.0	0.999	20	236	236	236	22	23	23	22	26	25	25	21	26	23	22	23	23	22	26	25	25	21	26	23	22	23	23	22	26	25	25	21	26	23	1835332.9	1796947.9	1866935.9	1862497.1	1824214.8	1673080.0	1675492.5	1818464.2	1810103.6	1760378.9	439136.88	434229.62	450163.6	435773.44	433959.62	416216.1	432910.16	457051.28	431795.72	432923.34	
sp|O00232|PSD12_HUMAN	O00232	PSD12_HUMAN	PSMD12	456	Homo sapiens	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 12	1.0	0.999	16	177	177	177	13	18	17	21	18	21	17	20	15	17	13	18	17	21	18	21	17	20	15	17	13	18	17	21	18	21	17	20	15	17	705590.06	680783.9	600944.1	740341.44	674650.0	729582.5	684448.5	691576.25	653208.1	659612.75	174131.14	160376.8	153231.12	190208.64	164341.95	183018.89	175418.06	177514.97	166531.66	168821.0	
sp|O00233|PSMD9_HUMAN	O00233	PSMD9_HUMAN	PSMD9	223	Homo sapiens	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 9	1.0	0.999	5	59	59	59	7	8	6	6	7	5	6	9	2	3	7	8	6	6	7	5	6	9	2	3	7	8	6	6	7	5	6	9	2	3	180906.31	164945.88	206683.1	210449.39	478509.84	264517.2	241266.11	640920.5	194659.48	105205.12	89239.375	78205.33	84758.16	76250.89	94285.98	119294.1	105093.8	116407.875	82054.77	88217.55	
sp|O00244|ATOX1_HUMAN	O00244	ATOX1_HUMAN	ATOX1	68	Homo sapiens	1:Experimental evidence at protein level	Copper transport protein ATOX1	1.0	0.999	5	127	127	127	11	16	16	10	13	12	11	12	12	14	11	16	16	10	13	12	11	12	12	14	11	16	16	10	13	12	11	12	12	14	979853.1	1052171.6	1100400.5	1000271.56	1001650.7	1091691.9	921117.9	937945.94	972280.44	949712.7	372459.75	369305.72	387708.03	332954.2	347907.2	415211.22	384106.6	314997.53	371779.47	331345.5	
sp|O00258|GET1_HUMAN	O00258	GET1_HUMAN	GET1	174	Homo sapiens	1:Experimental evidence at protein level	Guided entry of tail-anchored proteins factor 1	0.9716	0.999	1	3	3	3	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0.0	9690.438	15182.319	10492.263	7867.3447	0.0	0.0	7124.8804	12847.731	3792.2688	0.0	9690.438	15182.319	10492.263	7867.3447	0.0	0.0	7124.8804	12847.731	3792.2688	
sp|O00264|PGRC1_HUMAN	O00264	PGRC1_HUMAN	PGRMC1	195	Homo sapiens	1:Experimental evidence at protein level	Membrane-associated progesterone receptor component 1	1.0	0.999	7	53	53	53	5	5	5	3	7	6	6	6	7	3	5	5	5	3	7	6	6	6	7	3	5	5	5	3	7	6	6	6	7	3	225385.28	223173.42	229338.4	217036.64	243706.38	231497.78	260390.88	224552.5	222557.73	252715.62	133959.58	133404.5	137942.62	138087.88	170525.69	155385.44	171861.28	140976.61	136958.2	139484.97	
sp|O00267|SPT5H_HUMAN	O00267	SPT5H_HUMAN	SUPT5H	1087	Homo sapiens	1:Experimental evidence at protein level	Transcription elongation factor SPT5	1.0	0.999	11	33	33	33	4	3	2	3	5	4	3	4	2	3	4	3	2	3	5	4	3	4	2	3	4	3	2	3	5	4	3	4	2	3	159828.69	130969.95	128575.85	107348.73	122958.25	130032.63	87239.21	102862.57	78250.83	107577.74	27994.365	29218.57	27331.941	24036.223	26644.514	24984.05	24670.617	23908.201	24957.904	26830.512	
sp|O00268|TAF4_HUMAN	O00268	TAF4_HUMAN	TAF4	1085	Homo sapiens	1:Experimental evidence at protein level	Transcription initiation factor TFIID subunit 4	0.9716	0.999	1	3	3	3	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0.0	0.0	11707.539	9559.005	5432.8516	0.0	8524.855	9392.911	7519.3604	9995.807	0.0	0.0	11707.539	9559.005	5432.8516	0.0	8524.855	9392.911	7519.3604	9995.807	
sp|O00273|DFFA_HUMAN	O00273	DFFA_HUMAN	DFFA	331	Homo sapiens	1:Experimental evidence at protein level	DNA fragmentation factor subunit alpha	1.0	0.999	6	83	83	83	7	6	8	9	8	12	10	8	8	7	7	6	8	9	8	12	10	8	8	7	7	6	8	9	8	12	10	8	8	7	243297.1	226456.55	253839.95	256614.38	262344.56	300540.9	273610.22	266218.5	232145.42	221479.97	90451.97	86370.67	86826.945	94783.766	97684.586	102898.625	94985.516	89915.39	79958.625	86613.945	
sp|O00291|HIP1_HUMAN	O00291	HIP1_HUMAN	HIP1	1037	Homo sapiens	1:Experimental evidence at protein level	Huntingtin-interacting protein 1	1.0	0.999	12	48	48	48	4	5	6	5	5	2	4	6	6	5	4	5	6	5	5	2	4	6	6	5	4	5	6	5	5	2	4	6	6	5	210342.5	121130.56	125460.13	217619.23	186005.06	205660.88	178414.1	260129.75	112027.11	217815.12	59454.586	59347.05	62688.168	62985.504	75850.12	65299.676	59583.543	71585.73	72157.41	76525.98	
sp|O00299|CLIC1_HUMAN	O00299	CLIC1_HUMAN	CLIC1	241	Homo sapiens	1:Experimental evidence at protein level	Chloride intracellular channel protein 1	1.0	0.999	17	444	444	444	53	39	42	53	47	50	50	47	34	29	53	39	42	53	47	50	50	47	34	29	53	39	42	53	47	50	50	47	34	29	2653481.5	2834095.0	3067688.2	3662568.8	3397633.5	3917172.5	3738717.8	3333483.8	2782703.5	2518699.5	1276366.5	1213559.8	1254187.4	1531178.1	1325878.9	1748833.2	1657875.5	1315985.1	1124783.0	1025675.06	
sp|O00303|EIF3F_HUMAN	O00303	EIF3F_HUMAN	EIF3F	357	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit F	1.0	0.999	9	108	108	108	12	9	10	10	12	11	10	10	12	12	12	9	10	10	12	11	10	10	12	12	12	9	10	10	12	11	10	10	12	12	504426.62	310557.22	373504.5	348520.03	349003.78	443042.12	453841.9	458948.4	332914.84	401532.16	131593.16	92806.414	100921.125	98343.54	89778.25	118840.34	119719.695	121766.85	88236.06	106352.57	
sp|O00308|WWP2_HUMAN	O00308	WWP2_HUMAN	WWP2	870	Homo sapiens	1:Experimental evidence at protein level	NEDD4-like E3 ubiquitin-protein ligase WWP2	0.9545	0.9984	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14285.646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00330|ODPX_HUMAN	O00330	ODPX_HUMAN	PDHX	501	Homo sapiens	1:Experimental evidence at protein level	Pyruvate dehydrogenase protein X component, mitochondrial	1.0	0.999	3	23	23	23	2	3	3	2	2	2	2	2	2	3	2	3	3	2	2	2	2	2	2	3	2	3	3	2	2	2	2	2	2	3	66662.875	68784.27	77845.58	79847.38	39779.195	49145.98	59915.36	67496.9	34752.16	55867.258	40105.133	28130.387	29375.021	32692.78	24524.123	19718.922	23193.217	25512.064	20837.84	21219.914	
sp|O00391|QSOX1_HUMAN	O00391	QSOX1_HUMAN	QSOX1	747	Homo sapiens	1:Experimental evidence at protein level	Sulfhydryl oxidase 1	1.0	0.999	5	21	21	21	2	3	3	2	2	1	1	3	2	2	2	3	3	2	2	1	1	3	2	2	2	3	3	2	2	1	1	3	2	2	42998.28	48030.316	90189.71	44306.145	67854.586	90515.625	39725.51	90707.3	41823.215	128779.18	40471.11	40619.5	37994.652	39614.953	45132.38	42032.082	37913.684	34660.098	34095.918	48128.074	
sp|O00399|DCTN6_HUMAN	O00399	DCTN6_HUMAN	DCTN6	190	Homo sapiens	1:Experimental evidence at protein level	Dynactin subunit 6	1.0	0.999	3	20	20	20	3	2	2	2	2	2	2	2	1	2	3	2	2	2	2	2	2	2	1	2	3	2	2	2	2	2	2	2	1	2	54022.812	54309.484	49494.395	49259.418	53294.383	44673.367	51424.562	45475.43	43744.63	61841.45	39123.066	35037.68	33128.91	36308.426	37067.55	33132.027	38560.016	33376.414	43744.63	35142.598	
sp|O00400|ACATN_HUMAN	O00400	ACATN_HUMAN	SLC33A1	549	Homo sapiens	1:Experimental evidence at protein level	Acetyl-coenzyme A transporter 1	0.9976	0.999	2	3	3	3	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	0.0	59916.67	72734.266	38307.348	0.0	31881.703	28191.45	34580.777	55906.426	56619.91	0.0	59916.67	72734.266	38307.348	0.0	31881.703	28191.45	34580.777	55906.426	56619.91	
sp|O00401|WASL_HUMAN	O00401	WASL_HUMAN	WASL	505	Homo sapiens	1:Experimental evidence at protein level	Actin nucleation-promoting factor WASL	1.0	0.999	8	68	68	68	7	7	8	7	5	5	7	7	8	7	7	7	8	7	5	5	7	7	8	7	7	7	8	7	5	5	7	7	8	7	169968.34	276276.06	236751.86	171360.64	201702.73	171173.11	216897.14	193720.47	197291.62	233495.34	72553.96	114062.016	101424.38	87825.4	83345.7	82299.93	85576.01	70954.33	73869.95	91609.77	
sp|O00410|IPO5_HUMAN	O00410	IPO5_HUMAN	IPO5	1097	Homo sapiens	1:Experimental evidence at protein level	Importin-5	1.0	0.999	44	814	760	814	78	93	79	75	85	86	88	79	71	80	72	88	74	70	80	79	82	74	67	74	78	93	79	75	85	86	88	79	71	80	4127981.8	4300740.5	4002473.2	4006385.2	4115820.0	3819950.8	4263554.0	3870920.5	3644912.8	3906086.8	333759.2	341048.3	328335.06	333789.0	331454.62	331477.66	350099.25	320252.3	316079.25	315773.25	
sp|O00418|EF2K_HUMAN	O00418	EF2K_HUMAN	EEF2K	725	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic elongation factor 2 kinase	1.0	0.999	6	22	22	22	3	2	3	1	3	2	2	2	3	1	3	2	3	1	3	2	2	2	3	1	3	2	3	1	3	2	2	2	3	1	79457.266	52092.95	101812.85	93128.08	94221.31	73780.95	71927.984	74030.78	77596.0	57749.473	30255.822	26700.408	27999.06	33329.58	40113.164	33290.375	30179.06	27352.69	27868.83	23030.703	
sp|O00422|SAP18_HUMAN	O00422	SAP18_HUMAN	SAP18	153	Homo sapiens	1:Experimental evidence at protein level	Histone deacetylase complex subunit SAP18	1.0	0.999	3	26	26	26	2	2	2	3	2	4	3	2	3	3	2	2	2	3	2	4	3	2	3	3	2	2	2	3	2	4	3	2	3	3	24276.188	50594.82	57372.008	59195.11	50579.055	102207.17	78196.19	61887.47	63206.742	82715.47	32936.934	29249.055	33554.67	34311.676	27915.486	39267.535	36023.09	33467.035	30992.717	40046.97	
sp|O00423|EMAL1_HUMAN	O00423	EMAL1_HUMAN	EML1	815	Homo sapiens	1:Experimental evidence at protein level	Echinoderm microtubule-associated protein-like 1	1.0	0.999	7	54	54	54	5	6	5	4	4	6	6	6	6	6	5	6	5	4	4	6	6	6	6	6	5	6	5	4	4	6	6	6	6	6	173812.25	125170.305	132845.56	150916.33	143567.47	169635.94	144023.97	156983.78	143074.28	133178.62	39616.164	30777.201	32730.045	36896.55	37468.652	34891.95	33463.12	39471.33	35211.38	36377.207	
sp|O00425|IF2B3_HUMAN	O00425	IF2B3_HUMAN	IGF2BP3	579	Homo sapiens	1:Experimental evidence at protein level	Insulin-like growth factor 2 mRNA-binding protein 3	1.0	0.999	18	321	262	321	37	28	36	29	31	32	31	30	37	30	31	23	29	21	26	27	25	24	31	25	37	28	36	29	31	32	31	30	37	30	2231940.2	2240257.5	1839088.4	2137633.5	1922322.2	1989262.6	2066395.1	1938219.4	2054080.5	1878687.9	529648.1	422915.1	395590.97	458094.06	400247.03	472967.97	487955.53	444269.2	435981.06	415080.38	
sp|O00429|DNM1L_HUMAN	O00429	DNM1L_HUMAN	DNM1L	736	Homo sapiens	1:Experimental evidence at protein level	Dynamin-1-like protein	1.0	0.999	28	434	434	434	42	47	43	39	42	38	42	49	43	49	42	47	43	39	42	38	42	49	43	49	42	47	43	39	42	38	42	49	43	49	1418682.6	1672918.0	1540398.6	1544158.6	1417812.5	1428856.5	1510858.5	1496645.9	1562225.5	1639379.1	193710.72	214863.78	206883.4	202178.53	189246.45	192496.53	202147.17	202580.8	217382.0	210679.75	
sp|O00442|RTCA_HUMAN	O00442	RTCA_HUMAN	RTCA	366	Homo sapiens	1:Experimental evidence at protein level	RNA 3'-terminal phosphate cyclase	1.0	0.999	7	82	82	82	6	8	10	6	7	8	8	9	9	11	6	8	10	6	7	8	8	9	9	11	6	8	10	6	7	8	8	9	9	11	257873.45	263573.97	251815.8	226107.56	267599.53	239993.98	240508.7	262572.3	250351.67	276267.56	104168.49	111317.53	109494.96	98178.6	113204.26	107368.44	108920.35	107786.734	115717.836	115147.14	
sp|O00443|P3C2A_HUMAN	O00443	P3C2A_HUMAN	PIK3C2A	1686	Homo sapiens	1:Experimental evidence at protein level	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	1.0	0.999	9	28	28	28	2	2	4	3	3	2	4	3	2	3	2	2	4	3	3	2	4	3	2	3	2	2	4	3	3	2	4	3	2	3	51589.21	130371.06	97908.41	86124.195	79903.97	72192.49	75098.8	96105.97	49226.055	150770.22	27906.834	33918.387	30076.432	29593.717	33515.85	23453.566	30054.01	31250.691	24851.426	29277.848	
sp|O00458|IFRD1_HUMAN	O00458	IFRD1_HUMAN	IFRD1	451	Homo sapiens	1:Experimental evidence at protein level	Interferon-related developmental regulator 1	0.9716	0.999	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	4633.921	3470.5955	3439.3928	5719.1777	3552.4573	0.0	3439.0293	5051.0435	0.0	0.0	4633.921	3470.5955	3439.3928	5719.1777	3552.4573	0.0	3439.0293	5051.0435	0.0	0.0	
sp|O00459|P85B_HUMAN	O00459	P85B_HUMAN	PIK3R2	728	Homo sapiens	1:Experimental evidence at protein level	Phosphatidylinositol 3-kinase regulatory subunit beta	1.0	0.999	8	59	59	59	6	6	6	8	6	5	6	5	5	6	6	6	6	8	6	5	6	5	5	6	6	6	6	8	6	5	6	5	5	6	135810.19	121621.12	164194.88	159870.89	112947.1	137912.4	96743.555	145723.1	79253.35	107127.445	31361.299	38772.812	38739.145	35527.984	35777.535	26788.805	30157.941	30673.086	29282.238	35065.504	
sp|O00461|GOLI4_HUMAN	O00461	GOLI4_HUMAN	GOLIM4	696	Homo sapiens	1:Experimental evidence at protein level	Golgi integral membrane protein 4	1.0	0.999	12	96	96	96	6	8	10	8	10	11	10	12	11	10	6	8	10	8	10	11	10	12	11	10	6	8	10	8	10	11	10	12	11	10	275485.56	283217.56	268475.7	232178.39	291158.75	401508.03	357708.47	385388.8	331881.22	391152.75	90486.65	86142.4	91940.305	78437.17	93210.516	116496.49	111352.27	108566.586	94017.78	101557.06	
sp|O00462|MANBA_HUMAN	O00462	MANBA_HUMAN	MANBA	879	Homo sapiens	1:Experimental evidence at protein level	Beta-mannosidase	1.0	0.999	8	66	66	66	6	8	5	8	7	5	8	8	5	6	6	8	5	8	7	5	8	8	5	6	6	8	5	8	7	5	8	8	5	6	202521.28	151111.05	154294.05	195146.14	145008.1	195945.17	165215.06	179724.73	159219.61	144339.28	41949.152	29792.156	33905.484	39195.34	31847.16	35987.188	37123.844	35138.887	32263.668	31999.365	
sp|O00468|AGRIN_HUMAN	O00468	AGRIN_HUMAN	AGRN	2068	Homo sapiens	1:Experimental evidence at protein level	Agrin	0.9992	0.9987	4	4	4	4	0	1	0	0	0	1	1	0	1	0	0	1	0	0	0	1	1	0	1	0	0	1	0	0	0	1	1	0	1	0	11736.193	71715.64	95469.23	0.0	0.0	23148.93	0.0	0.0	74059.15	26296.291	20918.684	11918.457	27897.73	0.0	0.0	41260.836	0.0	0.0	44326.285	46870.72	
